timestamp,server_id,cpu_used,q_len,network_in,network_out,bottleneck
479.99,Server 1,14,0,13,9,0
479.99,Server 2,0,0,29,24,0
481.49,Server 0,24,2,10,1,0
481.49,Server 1,28,2,24,23,0
481.49,Server 2,9,0,38,30,0
482.18,Server 0,8,1,0,2,0
482.18,Server 1,7,0,14,17,0
482.18,Server 2,10,3,44,34,0
483.36,Server 0,30,0,10,9,0
483.36,Server 1,6,0,15,9,0
483.36,Server 2,37,2,35,40,0
483.59,Server 0,4,0,3,13,0
483.59,Server 1,11,0,18,21,0
483.59,Server 2,25,6,32,45,0
483.64,Server 0,21,1,21,7,0
483.64,Server 1,7,0,23,15,0
483.64,Server 2,15,4,39,28,0
484.86,Server 0,15,3,10,1,0
484.86,Server 1,0,0,19,19,0
484.86,Server 2,20,1,49,36,0
484.9,Server 0,31,3,7,10,0
484.9,Server 1,27,5,21,33,0
484.9,Server 2,13,0,35,45,0
485.62,Server 0,12,1,14,7,0
485.62,Server 1,0,0,25,26,0
485.62,Server 2,5,0,34,45,0
486.72,Server 0,27,2,8,18,0
486.72,Server 1,3,0,33,19,0
486.72,Server 2,19,0,33,37,0
487.96,Server 0,30,7,9,3,0
487.96,Server 1,12,0,32,25,0
487.96,Server 2,7,2,42,44,0
488.4,Server 0,22,0,15,10,0
488.4,Server 1,23,3,27,26,0
488.4,Server 2,9,0,34,32,0
493.73,Server 0,34,2,18,22,0
493.73,Server 1,27,3,31,27,0
493.73,Server 2,50,4,46,42,0
494.02,Server 0,33,0,24,22,0
494.02,Server 1,60,8,34,34,0
494.02,Server 2,32,5,53,59,0
494.4,Server 0,48,2,25,14,0
494.4,Server 1,27,1,40,37,0
494.4,Server 2,37,6,51,40,0
495.26,Server 0,41,5,19,22,0
495.26,Server 1,40,0,35,38,0
495.26,Server 2,37,7,55,53,0
499.37,Server 0,57,2,31,31,0
499.37,Server 1,51,5,45,41,0
499.37,Server 2,37,2,58,64,0
499.42,Server 0,40,5,26,23,0
499.42,Server 1,32,1,50,41,0
499.42,Server 2,47,3,55,62,0
501.28,Server 0,61,4,33,37,0
501.28,Server 1,40,4,41,56,0
501.28,Server 2,56,3,55,48,0
